URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
https://www.jewishsantabarbara.org,33,www.jewishsantabarbara.org,26,0,org,100.0,1.0,0.0799628,0.057948522,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1487,2576,1,jewishsantabarbara,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,11,2,7,5,2,67,1
https://docs.google.com/presentation/d/e/2pacx-1vqeebkk1-9mpgzyqob8hysnxtw-stoqymoahbwgrcgmwowzxh_pat0inmvlutvc_pvmijc9ukh76x17/pub?start=false&loop=false&delayms=3000,167,docs.google.com,15,0,com,9.540761837,0.636363636,0.5229071,0.043114043,3,1,0,0,0.0,126,0.754,15,0.09,3,1,0,14,0.108,1,10,36954,1,docsgooglepresentationde2pacx-1vqeebkk1-9mpgzyqob8hysnxtw-stoqymoahbwgrcgmwowzxh_pat0inmvlutvc_pvmijc9ukh76x17pub?start=false&loop=false&delayms=3000,0.0,0.0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,0
https://www.janvierjewelers.com,30,www.janvierjewelers.com,23,0,com,100.0,1.0,0.5229071,0.05833013,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1448,9381,1,janvierjewelers,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,35,10,14,94,0,58,1
http://www.kibs.co.za,20,www.kibs.co.za,14,0,za,89.09090909,0.714285714,0.0018398,0.048256572,2,2,0,0,0.0,7,0.35,0,0.0,0,0,0,2,0.1,0,9,73,1,kibsco,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
http://www.diannao.urlfb.co,26,www.diannao.urlfb.co,20,0,co,59.66935794,0.615384615,0.0059772,0.055478278,2,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,8,41,1,diannaourlfb,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.8lag.com,19,www.8lag.com,12,0,com,72.91666667,1.0,0.5229071,0.055762226,3,1,0,0,0.0,6,0.316,1,0.053,0,0,0,1,0.053,0,14,943,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.estories.com,23,www.estories.com,16,0,com,100.0,1.0,0.5229071,0.074834733,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1484,324,1,estories,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,14,14,4,0,0,1
http://organisasi.bulungan.go.id/public/rui5ulpytr4ueexaf75eqvwtpo8iefc7,72,organisasi.bulungan.go.id,25,0,id,20.44898691,0.5,0.0014653,0.045450038,2,2,0,0,0.0,54,0.75,6,0.083,0,0,0,5,0.069,0,13,117,1,organisasibulungangopublicrui5ulpytr4ueexaf75eqvwtpo8iefc7,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://www.k4art.com,20,www.k4art.com,13,0,com,100.0,0.8,0.5229071,0.055838189,3,1,0,0,0.0,6,0.3,1,0.05,0,0,0,1,0.05,1,373,380,1,k4art,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,36,2,7,16,0,26,1
https://storageapi.fleek.co/bdbbab8d-4da7-498d-ba31-feede6bf1ea7-bucket/albrk.html,81,storageapi.fleek.co,19,0,co,26.54775248,0.6875,0.0059772,0.043481996,2,1,0,0,0.0,52,0.642,11,0.136,0,0,0,10,0.123,1,2,297,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.trinitysurfaces.com,30,www.trinitysurfaces.com,23,0,com,100.0,1.0,0.5229071,0.059350597,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,814,8544,1,trinitysurfaces,100.0,100.0,1,1,1,0,0,1,2,0,0,1,1,1,0,0,0,0,1,43,23,38,89,0,95,1
https://www.gagneint.com,23,www.gagneint.com,16,0,com,100.0,1.0,0.5229071,0.063625221,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,215,1146,1,gagneint,100.0,100.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,15,1,2,1,0,11,1
https://www.mooisenmeer.nl,25,www.mooisenmeer.nl,18,0,nl,100.0,1.0,0.0082003,0.074415035,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,509,7559,1,mooisemeer,0.0,0.0,1,1,1,0,0,1,0,3,0,1,0,0,0,0,1,1,1,27,5,14,23,2,28,1
https://juriskiana6.firebaseapp.com/,36,juriskiana6.firebaseapp.com,27,0,com,61.49323927,0.565217391,0.5229071,0.054665819,3,1,0,0,0.0,24,0.667,1,0.028,0,0,0,3,0.083,1,228,77763,1,juriskiana6firebaseapp,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
https://www.apriltowriess.co.uk,30,www.apriltowriess.co.uk,23,0,uk,100.0,0.875,0.028555,0.061017868,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,3052,42204,1,apriltowriessco,0.0,0.0,0,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,19,5,14,48,3,10,1
http://wallet-exodus.shop,25,wallet-exodus.shop,18,0,shop,58.22714681,0.538461538,0.0004041,0.052673727,4,0,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,2,33,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.sociologylens.net,28,www.sociologylens.net,21,0,net,100.0,1.0,0.0384199,0.065086114,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,969,9381,1,sociologylens,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,23,14,21,177,1,184,1
https://www.raydavies.info,25,www.raydavies.info,18,0,info,100.0,1.0,0.0075051,0.051985006,4,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,996,9381,1,raydavies,100.0,100.0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,1,0,1,39,8,9,100,8,110,1
http://www.ambercline.com,24,www.ambercline.com,18,0,com,85.71428571,1.0,0.5229071,0.068249124,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,8,38,1,ambercline,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.showbizmonkeys.com,29,www.showbizmonkeys.com,22,0,com,100.0,1.0,0.5229071,0.053456514,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,497,961,1,showbizmonkeys,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,32,1,7,18,0,40,1
https://ipfs.io/ipfs/bafybeic4smjh7wwcoymcb545szhq7s75g32kmuj2ghyaqnvwwzpgha5k7m/secretpage5_office.html,104,ipfs.io,7,0,io,7.431047752,1.0,0.0129268,0.03678846,2,0,0,0,0.0,76,0.731,14,0.135,0,0,0,6,0.058,1,9,112,1,ipfsipfsbafybeic4smjh7wwcoymcb545szhq7s75g32kmuj2ghyaqnvwwzpgha5k7msecretpage5_officehtml,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://bafybeiciybgr4yyk73flu2j6nknw4nnlpvapm5ocuz4hloq2l724w42xfa.ipfs.nftstorage.link/,89,bafybeiciybgr4yyk73flu2j6nknw4nnlpvapm5ocuz4hloq2l724w42xfa.ipfs.nftstorage.link,80,0,link,10.20910494,0.226666667,0.0003306,0.035161666,4,2,0,0,0.0,63,0.708,14,0.157,0,0,0,4,0.045,1,82,88282,1,bafybeiciybgr4yyk73flu2j6nknw4nnlpvapm5ocuz4hloq2l724w42xfaipfsnftstorage,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,6,0
https://maildinshaakckjnw369.web.app/,37,maildinshaakckjnw369.web.app,28,0,app,36.68191414,0.875,0.001502,0.041500618,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,maildinshaakckjnw369web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
http://www.cubbychase5k10k.org/wp-content/plugins/ncx/?hash=vdvzvz@vdccvzvz.net,78,www.cubbychase5k10k.org,23,0,org,16.42909082,0.8,0.0799628,0.040419714,3,1,0,0,0.0,54,0.692,3,0.038,1,1,0,8,0.128,0,15,155,1,cubbychase5k10kwp-contentpluginsncx?hash=vdvzvz@vdccvzvzne,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.dcadvisory.com,25,www.dcadvisory.com,18,0,com,100.0,1.0,0.5229071,0.058143461,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1172,1954,1,dcadvisory,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,15,1,7,129,2,7,1
https://www.northampton.k12.nc.us,32,www.northampton.k12.nc.us,25,0,us,100.0,0.777777778,0.0045585,0.05098785,2,3,0,0,0.0,15,0.469,2,0.062,0,0,0,3,0.094,1,9149,10528,1,northamptonk12nc,0.0,0.0,1,0,1,1,1,0,0,30,0,1,1,1,0,0,1,0,1,36,49,37,93,1,61,1
http://www.surfacesupplierscanada.com,36,www.surfacesupplierscanada.com,30,0,com,64.0,1.0,0.5229071,0.059973171,3,1,0,0,0.0,24,0.667,0,0.0,0,0,0,1,0.028,0,2,2826,1,surfacesupplierscanada,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
http://yqxewwrbnu.medicinadaamazonia.com.br/vnafvra97w/?q=3717065149&id=100,75,yqxewwrbnu.medicinadaamazonia.com.br,36,0,br,14.9064741,0.575757576,0.0094423,0.037898417,2,2,0,0,0.0,44,0.587,15,0.2,2,1,0,6,0.12,0,2,83,0,0,0.0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://pescacancun.com/wp-content/theme/check,46,pescacancun.com,15,0,com,29.81035585,1.0,0.5229071,0.062307068,3,0,0,0,0.0,33,0.717,0,0.0,0,0,0,5,0.109,1,9,97,1,pescacancunwp-contentthemecheck,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://w3-securercu.in/login/,30,w3-securercu.in,15,0,in,41.66176759,0.916666667,0.0050842,0.055305726,2,0,0,0,0.0,17,0.567,1,0.033,0,0,0,4,0.133,1,88,2713,1,w3-securerculog,0.0,88.23529412,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
https://www.georgiafamily.com,28,www.georgiafamily.com,21,0,com,100.0,1.0,0.5229071,0.060550157,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2623,3957,1,georgiafamily,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,152,25,40,624,6,618,1
https://www.nyzik.com,20,www.nyzik.com,13,0,com,100.0,1.0,0.5229071,0.047217191,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,906,808,1,nyzik,100.0,100.0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,13,2,13,46,0,47,1
http://www.madarjaaatresearchers.blogspot.com,44,www.madarjaaatresearchers.blogspot.com,38,0,com,55.05505506,0.733333333,0.5229071,0.063748229,3,2,0,0,0.0,31,0.705,0,0.0,0,0,0,2,0.045,0,11,86,1,madarjaaatresearchersblogspot,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.proxyprivate.info,27,www.proxyprivate.info,21,0,info,60.13071895,1.0,0.0075051,0.048645008,4,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,9,75,1,proxyprivate,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.exchange.bithumbex.com,32,www.exchange.bithumbex.com,26,0,com,82.24937118,0.555555556,0.5229071,0.05244963,3,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,8,42,1,exchangebithumbex,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.comune.padova.it,27,www.comune.padova.it,20,0,it,100.0,0.538461538,0.012178,0.062357124,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,947,12075,1,comunepadova,0.0,0.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,22,40,23,70,0,57,1
https://www.albemarle.edu,24,www.albemarle.edu,17,0,edu,100.0,1.0,0.0115013,0.063108462,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,682,9381,1,albemarle,100.0,100.0,1,1,1,0,0,1,0,6,0,1,1,0,0,0,1,0,0,20,14,26,73,0,78,1
https://www.shreveportla.gov,27,www.shreveportla.gov,20,0,gov,100.0,1.0,0.0033282,0.059364186,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2570,962,1,shreveportla,100.0,100.0,1,0,1,1,0,1,1,6,0,0,0,1,0,0,1,0,1,0,10,17,78,0,25,1
https://www.helicoptersmagazine.com,34,www.helicoptersmagazine.com,27,0,com,100.0,1.0,0.5229071,0.063121171,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,2492,2511,1,heliptersmagazine,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,26,31,34,121,4,164,1
https://www.threestooges.net,27,www.threestooges.net,20,0,net,100.0,1.0,0.0384199,0.068289134,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1184,1039,1,threestooges,100.0,100.0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,35,3,14,157,1,187,1
https://www.aphyr.com,20,www.aphyr.com,13,0,com,100.0,1.0,0.5229071,0.054456633,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,449,1885,1,aphyr,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,3,1,46,0,10,1
https://26hkoffice.skyliulianni.workers.dev/,43,26hkoffice.skyliulianni.workers.dev,35,0,dev,23.6462585,0.483870968,0.0009613,0.047458952,3,2,0,0,0.0,30,0.698,2,0.047,0,0,0,3,0.07,1,2,52,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.thelotbet.cn,22,www.thelotbet.cn,16,0,cn,76.17521368,1.0,0.0033218,0.060897709,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,389,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.wixot.com,20,www.wixot.com,13,0,com,100.0,1.0,0.5229071,0.058640175,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1639,20177,1,wixot,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,10,42,34,54,7,57,1
http://3115ww.com/,18,3115ww.com,10,0,com,69.45454545,1.0,0.5229071,0.029455099,3,0,0,0,0.0,5,0.278,4,0.222,0,0,0,2,0.111,0,4,57,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://messenger-support-case10011.web.app/,43,messenger-support-case10011.web.app,35,0,app,49.95918367,0.483870968,0.001502,0.048729238,3,1,0,0,0.0,26,0.605,5,0.116,0,0,0,4,0.093,1,7,66,0,0,3.225806452,3.225806452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.yankeetrails.com,27,www.yankeetrails.com,20,0,com,100.0,1.0,0.5229071,0.06309874,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,10588,554,1,yankeetrails,100.0,100.0,0,0,1,0,0,1,0,4,1,1,1,1,0,1,0,0,1,472,22,25,85,1,166,1
http://www.dotomater.club,24,www.dotomater.club,18,0,club,78.95181741,1.0,0.0006227,0.065623474,4,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,2826,1,dotomater,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
https://ipfs.best-practice.se/ipfs/bafybeihxptow7hycar3aghbxd4xvws4sucyqh2tzgz3wvo7eoj4qkrgahy/,95,ipfs.best-practice.se,21,0,se,13.01044989,0.5,0.0040185,0.038412314,2,1,0,0,0.0,73,0.768,8,0.084,0,0,0,6,0.063,1,447,21293,1,ipfsbest-practiceipfsbafybeihxptow7hycar3aghbxd4xvws4sucyqh2tzgz3wvo7eoj4qkrgahy,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,0,1,1,0
https://www.contenido.org,24,www.contenido.org,17,0,org,100.0,1.0,0.0799628,0.072295495,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,775,432,1,contenido,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,13,2,5,54,1,7,1
http://xn--11-6kca3cguo9b4a.xn--p1ai/bitrix/redirect.php?goto=https://web-onlinehomeamzn-authvrfy.vantechddns.com/public/,121,xn--11-6kca3cguo9b4a.xn--p1ai,29,0,xn--p1ai,6.726222564,0.4,1.19e-05,0.048794842,8,0,0,0,0.0,82,0.678,7,0.058,1,1,0,15,0.14,1,41,241,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
http://www.7e.com.cn,20,www.7e.com.cn,13,0,cn,71.11111111,0.833333333,0.0033218,0.065365723,2,2,0,0,0.0,6,0.3,1,0.05,0,0,0,2,0.1,0,18,171,1,7ecom,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
https://www.swedishjobs.se/redirect/?url=https://liew.com.au/auth/newauth/98226039515////bwhtb3jyaxnvbkbjy2fqyxgub3jn,117,www.swedishjobs.se,18,0,se,13.56256819,1.0,0.0040185,0.036244497,2,1,0,0,0.0,69,0.59,14,0.12,1,1,0,12,0.12,1,2,126,0,0,0.0,1.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ucl.ac.uk,20,www.ucl.ac.uk,13,0,uk,100.0,0.666666667,0.028555,0.05562911,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,1201,19231,1,clac,0.0,0.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,27,20,28,78,4,49,1
http://www.ysti.eu,17,www.ysti.eu,11,0,eu,84.69387755,1.0,0.0056158,0.055412133,2,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0,9,54,1,ysti,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://bt-106694.weeblysite.com/,33,bt-106694.weeblysite.com,24,0,com,45.01388889,0.85,0.5229071,0.040690194,3,1,0,0,0.0,15,0.455,6,0.182,0,0,0,4,0.121,1,271,19718,1,bt-106694weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://www.cityshowcasemarkets.com,34,www.cityshowcasemarkets.com,27,0,com,100.0,1.0,0.5229071,0.061604479,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,405,1820,1,cityshowcasemarkets,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,22,11,10,37,0,42,1
https://centralium.com/post/bibaztgkmv4928/,43,centralium.com,14,0,com,36.52001977,1.0,0.5229071,0.047262887,3,0,0,0,0.0,27,0.628,4,0.093,0,0,0,4,0.093,1,246,224,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4,0,0,3,0
http://gemini-logz.mystrikingly.com/,35,gemini-logz.mystrikingly.com,28,0,com,74.04116819,0.541666667,0.5229071,0.052474417,3,1,0,0,0.0,25,0.714,0,0.0,0,0,0,3,0.086,0,9,50,1,gemini-logzmystrikingly,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.amazcecm-co-jp.amacaeon.dyzqyg2tu.cn/,48,www.amazcecm-co-jp.amacaeon.dyzqyg2tu.cn,40,0,cn,25.64647981,0.303030303,0.0033218,0.053949894,2,3,0,0,0.0,30,0.625,1,0.021,0,0,0,6,0.125,0,40,112,1,amazcecm-co-jpamacaeondyzqyg2tu,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.hotpopups.com,23,www.hotpopups.com,17,0,com,70.7523246,1.0,0.5229071,0.056475831,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,2826,1,hotpopups,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
https://www.travolution.com,26,www.travolution.com,19,0,com,100.0,1.0,0.5229071,0.064632804,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1016,485,1,travolution,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,63,5,19,140,12,61,1
https://www.indiantrails.com,27,www.indiantrails.com,20,0,com,100.0,1.0,0.5229071,0.063501514,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,812,918,1,indiantrails,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,1,0,0,0,0,49,55,25,103,5,16,1
https://www.thefilmpie.com,25,www.thefilmpie.com,18,0,com,100.0,1.0,0.5229071,0.058670839,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,708,508,1,thefilmpie,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,10,11,39,3,6,1
https://www.trestlewood.com,26,www.trestlewood.com,19,0,com,100.0,1.0,0.5229071,0.066984806,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,971,914,1,trestlewood,100.0,100.0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,39,3,11,93,7,23,1
http://www.revoadademalandro.top,31,www.revoadademalandro.top,25,0,top,57.47268604,1.0,0.0002752,0.066058774,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,2,40,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://maildinshaakckjnw619.firebaseapp.com/,45,maildinshaakckjnw619.firebaseapp.com,36,0,com,49.38560977,0.65625,0.5229071,0.049206119,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,maildinshaakckjnw619firebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
https://www.detering.com,23,www.detering.com,16,0,com,100.0,1.0,0.5229071,0.065070204,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,761,9381,1,detering,100.0,100.0,1,1,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,21,20,22,106,1,121,1
https://sparkasse-update.com.de/,32,sparkasse-update.com.de,23,0,de,62.28733459,0.5,0.0326503,0.059609365,2,1,0,0,0.0,20,0.625,0,0.0,0,0,0,4,0.125,1,95,394,1,sparkasse-updatecom,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
https://www.wingware.com,23,www.wingware.com,16,0,com,100.0,1.0,0.5229071,0.057923789,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,969,576,1,wingware,100.0,100.0,0,0,1,1,0,0,0,4,0,1,1,1,0,0,0,0,1,43,0,12,52,0,10,1
https://www.acriticalhit.com,27,www.acriticalhit.com,20,0,com,100.0,1.0,0.5229071,0.065189379,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,4998,9381,1,acriticalhit,100.0,100.0,0,1,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,25,19,31,120,1,131,1
http://www.balancingelephants.com,33,www.balancingelephants.com,26,0,com,73.91304348,1.0,0.5229071,0.060269906,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,9,50,1,balancingelephants,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://nbyt87-98tyh.web.app/,28,nbyt87-98tyh.web.app,20,0,app,48.33333333,0.4375,0.001502,0.029355832,3,1,0,0,0.0,13,0.464,4,0.143,0,0,0,3,0.107,1,108,8125,1,nbyt87-98tyhweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
https://www.appleheadlines.com,29,www.appleheadlines.com,22,0,com,100.0,1.0,0.5229071,0.060812471,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1151,9381,1,appleheadlines,100.0,100.0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,31,7,9,123,0,126,1
https://www.mepmr.org,20,www.mepmr.org,13,0,org,100.0,1.0,0.0799628,0.066362199,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,321,7829,1,mepmr,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,19,8,15,44,0,50,1
https://www.niteyawards.com,26,www.niteyawards.com,19,0,com,100.0,1.0,0.5229071,0.059693439,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,537,379,1,niteyawards,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,4,9,15,13,1,1
https://www.revelife.com,23,www.revelife.com,16,0,com,100.0,1.0,0.5229071,0.063777005,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1325,9381,1,revelife,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,42,8,9,48,7,50,1
